TP,FP,FN,TN,total_campaigns,campaign_cost_per_customer,campaign_execution_cost,campaign_success_rate,customers_saved,customers_lost,customers_lost_despite_campaign,clv,revenue_saved,net_benefit,roi_percentage,cost_per_customer_saved,baseline_loss_no_model,actual_loss_with_model,savings_vs_baseline,improvement_vs_baseline_pct
348,503,26,532,851,100,85100,0.65,226.20000000000002,26,121.8,2000,452400.00000000006,367300.00000000006,431.6098707403056,376.2157382847038,748000,380700.0,367300.0,49.10427807486631
